UID,Vendor_Name,Part_Type,Batch_Code,Manufacturing_Date,Last_Inspection_Date,Warranty_End_Date,Status,AI_Analysis
RC25PB16000651,Kent-Young,Rail Pad,B160,27-01-2025,06-02-2025,26-01-2030,OK,Performance nominal.
TS25CB94900652,"Cortez, Marsh and Nelson",Elastic Rail Clip,B949,18-06-2025,03-07-2025,17-06-2030,OK,Performance nominal.
SI25PB54400653,Wright Ltd,Rail Pad,B544,08-04-2025,26-04-2025,07-04-2030,OK,Performance nominal.
TS25CB27300654,"Cortez, Marsh and Nelson",Elastic Rail Clip,B273,28-08-2025,16-09-2025,27-08-2030,OK,Performance nominal.
TS25LB12400655,"Cortez, Marsh and Nelson",GFN Liner,B124,17-04-2025,22-04-2025,16-04-2030,OK,Performance nominal.
PP25CB14600656,"Wright, West and James",Elastic Rail Clip,B146,14-03-2025,27-03-2025,13-03-2030,OK,Performance nominal.
RC25PB21000657,Kent-Young,Rail Pad,B210,17-04-2025,26-04-2025,16-04-2030,FLAGGED,High failure rate predicted for this batch.
RC25CB96500658,Kent-Young,Elastic Rail Clip,B965,07-05-2025,12-05-2025,06-05-2030,OK,Performance nominal.
RC25PB94000659,Kent-Young,Rail Pad,B940,20-02-2025,07-03-2025,19-02-2030,OK,Performance nominal.
SI25LB47800660,Wright Ltd,GFN Liner,B478,28-01-2025,11-02-2025,27-01-2030,OK,Performance nominal.
SI25LB40700661,Wright Ltd,GFN Liner,B407,04-03-2025,14-03-2025,03-03-2030,OK,Performance nominal.
PP25PB18600662,"Wright, West and James",Rail Pad,B186,10-04-2025,17-04-2025,09-04-2030,FLAGGED,High failure rate predicted for this batch.
PP25LB56600663,"Wright, West and James",GFN Liner,B566,09-04-2025,15-04-2025,08-04-2030,OK,Performance nominal.
PP25CB54900664,"Wright, West and James",Elastic Rail Clip,B549,04-03-2025,22-03-2025,03-03-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB60400665,"Cortez, Marsh and Nelson",GFN Liner,B604,17-02-2025,24-02-2025,16-02-2030,OK,Performance nominal.
RC25CB40700666,Kent-Young,Elastic Rail Clip,B407,01-08-2025,20-08-2025,31-07-2030,OK,Performance nominal.
PP25CB86300667,"Wright, West and James",Elastic Rail Clip,B863,24-01-2025,08-02-2025,23-01-2030,OK,Performance nominal.
TS25LB34200668,"Cortez, Marsh and Nelson",GFN Liner,B342,23-02-2025,06-03-2025,22-02-2030,OK,Performance nominal.
PP25LB47200669,"Wright, West and James",GFN Liner,B472,01-08-2025,09-08-2025,31-07-2030,FLAGGED,High failure rate predicted for this batch.
TS25CB22800670,"Cortez, Marsh and Nelson",Elastic Rail Clip,B228,22-01-2025,06-02-2025,21-01-2030,OK,Performance nominal.
SI25PB91500671,Wright Ltd,Rail Pad,B915,21-06-2025,29-06-2025,20-06-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB60400672,Wright Ltd,GFN Liner,B604,20-07-2025,09-08-2025,19-07-2030,OK,Performance nominal.
PP25LB60300673,"Wright, West and James",GFN Liner,B603,17-08-2025,27-08-2025,16-08-2030,FLAGGED,High failure rate predicted for this batch.
TS25PB40700674,"Cortez, Marsh and Nelson",Rail Pad,B407,26-08-2025,04-09-2025,25-08-2030,OK,Performance nominal.
SI25PB95900675,Wright Ltd,Rail Pad,B959,14-05-2025,02-06-2025,13-05-2030,OK,Performance nominal.
RC25CB19400676,Kent-Young,Elastic Rail Clip,B194,21-01-2025,04-02-2025,20-01-2030,OK,Performance nominal.
PP25PB34600677,"Wright, West and James",Rail Pad,B346,25-03-2025,09-04-2025,24-03-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB58700678,Wright Ltd,Rail Pad,B587,24-03-2025,05-04-2025,23-03-2030,FLAGGED,High failure rate predicted for this batch.
RC25CB61700679,Kent-Young,Elastic Rail Clip,B617,10-02-2025,19-02-2025,09-02-2030,OK,Performance nominal.
SI25LB39700680,Wright Ltd,GFN Liner,B397,04-03-2025,10-03-2025,03-03-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB28700681,"Cortez, Marsh and Nelson",GFN Liner,B287,26-01-2025,08-02-2025,25-01-2030,OK,Performance nominal.
RC25PB82100682,Kent-Young,Rail Pad,B821,22-08-2025,02-09-2025,21-08-2030,OK,Performance nominal.
SI25PB59400683,Wright Ltd,Rail Pad,B594,12-01-2025,01-02-2025,11-01-2030,OK,Performance nominal.
TS25LB34000684,"Cortez, Marsh and Nelson",GFN Liner,B340,15-05-2025,28-05-2025,14-05-2030,OK,Performance nominal.
PP25CB98700685,"Wright, West and James",Elastic Rail Clip,B987,15-08-2025,27-08-2025,14-08-2030,OK,Performance nominal.
SI25CB86900686,Wright Ltd,Elastic Rail Clip,B869,15-07-2025,29-07-2025,14-07-2030,OK,Performance nominal.
SI25PB57400687,Wright Ltd,Rail Pad,B574,17-04-2025,30-04-2025,16-04-2030,OK,Performance nominal.
SI25PB84000688,Wright Ltd,Rail Pad,B840,15-02-2025,04-03-2025,14-02-2030,OK,Performance nominal.
RC25PB16800689,Kent-Young,Rail Pad,B168,19-02-2025,26-02-2025,18-02-2030,OK,Performance nominal.
TS25PB41200690,"Cortez, Marsh and Nelson",Rail Pad,B412,27-03-2025,09-04-2025,26-03-2030,OK,Performance nominal.
TS25LB18800691,"Cortez, Marsh and Nelson",GFN Liner,B188,10-03-2025,20-03-2025,09-03-2030,OK,Performance nominal.
SI25PB96300692,Wright Ltd,Rail Pad,B963,10-04-2025,26-04-2025,09-04-2030,OK,Performance nominal.
RC25LB75100693,Kent-Young,GFN Liner,B751,15-03-2025,31-03-2025,14-03-2030,FLAGGED,High failure rate predicted for this batch.
RC25CB95100694,Kent-Young,Elastic Rail Clip,B951,01-03-2025,12-03-2025,28-02-2030,OK,Performance nominal.
SI25CB55700695,Wright Ltd,Elastic Rail Clip,B557,04-04-2025,20-04-2025,03-04-2030,OK,Performance nominal.
PP25CB26100696,"Wright, West and James",Elastic Rail Clip,B261,02-07-2025,13-07-2025,01-07-2030,OK,Performance nominal.
RC25PB55800697,Kent-Young,Rail Pad,B558,27-08-2025,06-09-2025,26-08-2030,OK,Performance nominal.
PP25LB47000698,"Wright, West and James",GFN Liner,B470,12-08-2025,31-08-2025,11-08-2030,OK,Performance nominal.
PP25LB17300699,"Wright, West and James",GFN Liner,B173,27-03-2025,08-04-2025,26-03-2030,OK,Performance nominal.
TS25CB82800700,"Cortez, Marsh and Nelson",Elastic Rail Clip,B828,01-04-2025,06-04-2025,31-03-2030,OK,Performance nominal.
TS25CB81800701,"Cortez, Marsh and Nelson",Elastic Rail Clip,B818,27-08-2025,03-09-2025,26-08-2030,OK,Performance nominal.
SI25LB83200702,Wright Ltd,GFN Liner,B832,13-02-2025,26-02-2025,12-02-2030,OK,Performance nominal.
TS25CB61700703,"Cortez, Marsh and Nelson",Elastic Rail Clip,B617,27-05-2025,02-06-2025,26-05-2030,OK,Performance nominal.
SI25CB93000704,Wright Ltd,Elastic Rail Clip,B930,23-07-2025,12-08-2025,22-07-2030,OK,Performance nominal.
TS25LB23200705,"Cortez, Marsh and Nelson",GFN Liner,B232,21-02-2025,06-03-2025,20-02-2030,OK,Performance nominal.
TS25LB52600706,"Cortez, Marsh and Nelson",GFN Liner,B526,04-06-2025,24-06-2025,03-06-2030,OK,Performance nominal.
PP25PB27300707,"Wright, West and James",Rail Pad,B273,02-05-2025,09-05-2025,01-05-2030,OK,Performance nominal.
RC25LB39900708,Kent-Young,GFN Liner,B399,28-01-2025,17-02-2025,27-01-2030,OK,Performance nominal.
RC25CB25200709,Kent-Young,Elastic Rail Clip,B252,09-08-2025,23-08-2025,08-08-2030,OK,Performance nominal.
TS25PB51300710,"Cortez, Marsh and Nelson",Rail Pad,B513,23-02-2025,07-03-2025,22-02-2030,OK,Performance nominal.
TS25LB57500711,"Cortez, Marsh and Nelson",GFN Liner,B575,05-02-2025,13-02-2025,04-02-2030,OK,Performance nominal.
PP25PB76300712,"Wright, West and James",Rail Pad,B763,19-03-2025,29-03-2025,18-03-2030,OK,Performance nominal.
PP25CB96700713,"Wright, West and James",Elastic Rail Clip,B967,03-07-2025,10-07-2025,02-07-2030,OK,Performance nominal.
RC25LB89200714,Kent-Young,GFN Liner,B892,22-01-2025,01-02-2025,21-01-2030,OK,Performance nominal.
RC25CB72500715,Kent-Young,Elastic Rail Clip,B725,23-03-2025,04-04-2025,22-03-2030,OK,Performance nominal.
TS25LB86400716,"Cortez, Marsh and Nelson",GFN Liner,B864,01-04-2025,19-04-2025,31-03-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB29900717,Wright Ltd,Elastic Rail Clip,B299,26-04-2025,02-05-2025,25-04-2030,FLAGGED,High failure rate predicted for this batch.
TS25PB28500718,"Cortez, Marsh and Nelson",Rail Pad,B285,19-08-2025,06-09-2025,18-08-2030,OK,Performance nominal.
SI25PB93100719,Wright Ltd,Rail Pad,B931,02-02-2025,09-02-2025,01-02-2030,OK,Performance nominal.
RC25CB18200720,Kent-Young,Elastic Rail Clip,B182,04-08-2025,13-08-2025,03-08-2030,OK,Performance nominal.
TS25LB53200721,"Cortez, Marsh and Nelson",GFN Liner,B532,24-06-2025,08-07-2025,23-06-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB46700722,Kent-Young,GFN Liner,B467,09-08-2025,15-08-2025,08-08-2030,OK,Performance nominal.
RC25CB12900723,Kent-Young,Elastic Rail Clip,B129,19-01-2025,01-02-2025,18-01-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB83400724,Wright Ltd,Elastic Rail Clip,B834,25-01-2025,11-02-2025,24-01-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB41000725,Wright Ltd,Rail Pad,B410,21-02-2025,09-03-2025,20-02-2030,OK,Performance nominal.
RC25LB85900726,Kent-Young,GFN Liner,B859,11-04-2025,19-04-2025,10-04-2030,OK,Performance nominal.
PP25LB39500727,"Wright, West and James",GFN Liner,B395,12-01-2025,18-01-2025,11-01-2030,OK,Performance nominal.
RC25CB74500728,Kent-Young,Elastic Rail Clip,B745,12-08-2025,01-09-2025,11-08-2030,FLAGGED,High failure rate predicted for this batch.
TS25CB21900729,"Cortez, Marsh and Nelson",Elastic Rail Clip,B219,17-03-2025,24-03-2025,16-03-2030,OK,Performance nominal.
TS25PB33600730,"Cortez, Marsh and Nelson",Rail Pad,B336,25-05-2025,09-06-2025,24-05-2030,OK,Performance nominal.
PP25LB34200731,"Wright, West and James",GFN Liner,B342,27-05-2025,07-06-2025,26-05-2030,OK,Performance nominal.
SI25PB50700732,Wright Ltd,Rail Pad,B507,27-08-2025,03-09-2025,26-08-2030,FLAGGED,High failure rate predicted for this batch.
TS25CB27300733,"Cortez, Marsh and Nelson",Elastic Rail Clip,B273,20-06-2025,27-06-2025,19-06-2030,OK,Performance nominal.
TS25PB31000734,"Cortez, Marsh and Nelson",Rail Pad,B310,03-03-2025,17-03-2025,02-03-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB25700735,Wright Ltd,Rail Pad,B257,25-07-2025,06-08-2025,24-07-2030,OK,Performance nominal.
RC25PB90500736,Kent-Young,Rail Pad,B905,22-04-2025,28-04-2025,21-04-2030,OK,Performance nominal.
PP25LB42100737,"Wright, West and James",GFN Liner,B421,24-04-2025,12-05-2025,23-04-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB56000738,Wright Ltd,Elastic Rail Clip,B560,06-08-2025,12-08-2025,05-08-2030,FLAGGED,High failure rate predicted for this batch.
PP25PB30400739,"Wright, West and James",Rail Pad,B304,08-01-2025,25-01-2025,07-01-2030,OK,Performance nominal.
SI25PB80500740,Wright Ltd,Rail Pad,B805,16-07-2025,30-07-2025,15-07-2030,OK,Performance nominal.
RC25PB99700741,Kent-Young,Rail Pad,B997,27-08-2025,16-09-2025,26-08-2030,OK,Performance nominal.
SI25LB98500742,Wright Ltd,GFN Liner,B985,09-02-2025,22-02-2025,08-02-2030,OK,Performance nominal.
SI25LB17400743,Wright Ltd,GFN Liner,B174,28-02-2025,12-03-2025,27-02-2030,OK,Performance nominal.
PP25PB75800744,"Wright, West and James",Rail Pad,B758,25-03-2025,06-04-2025,24-03-2030,OK,Performance nominal.
TS25LB87300745,"Cortez, Marsh and Nelson",GFN Liner,B873,14-03-2025,23-03-2025,13-03-2030,OK,Performance nominal.
TS25PB21400746,"Cortez, Marsh and Nelson",Rail Pad,B214,03-03-2025,19-03-2025,02-03-2030,OK,Performance nominal.
SI25PB81500747,Wright Ltd,Rail Pad,B815,03-03-2025,10-03-2025,02-03-2030,OK,Performance nominal.
TS25PB89400748,"Cortez, Marsh and Nelson",Rail Pad,B894,16-04-2025,04-05-2025,15-04-2030,OK,Performance nominal.
TS25PB96000749,"Cortez, Marsh and Nelson",Rail Pad,B960,02-03-2025,16-03-2025,01-03-2030,OK,Performance nominal.
TS25CB22100750,"Cortez, Marsh and Nelson",Elastic Rail Clip,B221,25-01-2025,01-02-2025,24-01-2030,OK,Performance nominal.
RC25CB83500751,Kent-Young,Elastic Rail Clip,B835,14-01-2025,30-01-2025,13-01-2030,OK,Performance nominal.
SI25PB98200752,Wright Ltd,Rail Pad,B982,08-08-2025,22-08-2025,07-08-2030,OK,Performance nominal.
PP25CB61900753,"Wright, West and James",Elastic Rail Clip,B619,28-04-2025,07-05-2025,27-04-2030,OK,Performance nominal.
RC25LB99400754,Kent-Young,GFN Liner,B994,07-02-2025,23-02-2025,06-02-2030,OK,Performance nominal.
RC25CB89600755,Kent-Young,Elastic Rail Clip,B896,11-06-2025,01-07-2025,10-06-2030,OK,Performance nominal.
TS25PB96700756,"Cortez, Marsh and Nelson",Rail Pad,B967,18-03-2025,04-04-2025,17-03-2030,OK,Performance nominal.
SI25PB71200757,Wright Ltd,Rail Pad,B712,21-05-2025,01-06-2025,20-05-2030,OK,Performance nominal.
TS25LB63700758,"Cortez, Marsh and Nelson",GFN Liner,B637,02-01-2025,19-01-2025,01-01-2030,OK,Performance nominal.
RC25PB48000759,Kent-Young,Rail Pad,B480,15-01-2025,24-01-2025,14-01-2030,OK,Performance nominal.
TS25PB67900760,"Cortez, Marsh and Nelson",Rail Pad,B679,21-04-2025,30-04-2025,20-04-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB41700761,Wright Ltd,GFN Liner,B417,14-03-2025,03-04-2025,13-03-2030,OK,Performance nominal.
TS25LB17900762,"Cortez, Marsh and Nelson",GFN Liner,B179,28-03-2025,05-04-2025,27-03-2030,OK,Performance nominal.
TS25CB37900763,"Cortez, Marsh and Nelson",Elastic Rail Clip,B379,07-02-2025,21-02-2025,06-02-2030,OK,Performance nominal.
PP25CB23700764,"Wright, West and James",Elastic Rail Clip,B237,18-02-2025,05-03-2025,17-02-2030,OK,Performance nominal.
TS25CB14800765,"Cortez, Marsh and Nelson",Elastic Rail Clip,B148,16-05-2025,03-06-2025,15-05-2030,OK,Performance nominal.
SI25CB90700766,Wright Ltd,Elastic Rail Clip,B907,20-07-2025,28-07-2025,19-07-2030,OK,Performance nominal.
TS25LB69500767,"Cortez, Marsh and Nelson",GFN Liner,B695,20-01-2025,05-02-2025,19-01-2030,OK,Performance nominal.
PP25PB44400768,"Wright, West and James",Rail Pad,B444,07-04-2025,21-04-2025,06-04-2030,OK,Performance nominal.
TS25PB44300769,"Cortez, Marsh and Nelson",Rail Pad,B443,04-06-2025,14-06-2025,03-06-2030,OK,Performance nominal.
TS25LB23700770,"Cortez, Marsh and Nelson",GFN Liner,B237,19-04-2025,30-04-2025,18-04-2030,FLAGGED,High failure rate predicted for this batch.
PP25LB70500771,"Wright, West and James",GFN Liner,B705,10-01-2025,23-01-2025,09-01-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB91100772,"Cortez, Marsh and Nelson",GFN Liner,B911,03-05-2025,09-05-2025,02-05-2030,FLAGGED,High failure rate predicted for this batch.
PP25PB60800773,"Wright, West and James",Rail Pad,B608,01-02-2025,16-02-2025,31-01-2030,FLAGGED,High failure rate predicted for this batch.
PP25PB53900774,"Wright, West and James",Rail Pad,B539,17-04-2025,25-04-2025,16-04-2030,OK,Performance nominal.
PP25CB39300775,"Wright, West and James",Elastic Rail Clip,B393,18-02-2025,01-03-2025,17-02-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB87900776,"Cortez, Marsh and Nelson",GFN Liner,B879,04-07-2025,14-07-2025,03-07-2030,OK,Performance nominal.
PP25PB75200777,"Wright, West and James",Rail Pad,B752,23-06-2025,29-06-2025,22-06-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB53800778,Wright Ltd,Rail Pad,B538,24-04-2025,01-05-2025,23-04-2030,OK,Performance nominal.
TS25PB66900779,"Cortez, Marsh and Nelson",Rail Pad,B669,05-05-2025,11-05-2025,04-05-2030,OK,Performance nominal.
PP25PB69800780,"Wright, West and James",Rail Pad,B698,06-04-2025,22-04-2025,05-04-2030,OK,Performance nominal.
TS25CB56700781,"Cortez, Marsh and Nelson",Elastic Rail Clip,B567,17-07-2025,25-07-2025,16-07-2030,OK,Performance nominal.
SI25LB64300782,Wright Ltd,GFN Liner,B643,25-01-2025,07-02-2025,24-01-2030,OK,Performance nominal.
RC25CB14200783,Kent-Young,Elastic Rail Clip,B142,01-01-2025,21-01-2025,31-12-2029,OK,Performance nominal.
SI25CB12500784,Wright Ltd,Elastic Rail Clip,B125,06-04-2025,22-04-2025,05-04-2030,OK,Performance nominal.
PP25LB87800785,"Wright, West and James",GFN Liner,B878,05-06-2025,22-06-2025,04-06-2030,OK,Performance nominal.
RC25PB46400786,Kent-Young,Rail Pad,B464,15-08-2025,23-08-2025,14-08-2030,OK,Performance nominal.
SI25LB91600787,Wright Ltd,GFN Liner,B916,28-01-2025,15-02-2025,27-01-2030,OK,Performance nominal.
PP25PB55100788,"Wright, West and James",Rail Pad,B551,24-02-2025,13-03-2025,23-02-2030,FLAGGED,High failure rate predicted for this batch.
RC25CB37300789,Kent-Young,Elastic Rail Clip,B373,17-01-2025,05-02-2025,16-01-2030,OK,Performance nominal.
TS25CB52300790,"Cortez, Marsh and Nelson",Elastic Rail Clip,B523,06-08-2025,14-08-2025,05-08-2030,OK,Performance nominal.
RC25PB17400791,Kent-Young,Rail Pad,B174,27-02-2025,05-03-2025,26-02-2030,OK,Performance nominal.
SI25CB94700792,Wright Ltd,Elastic Rail Clip,B947,14-06-2025,24-06-2025,13-06-2030,OK,Performance nominal.
RC25CB97500793,Kent-Young,Elastic Rail Clip,B975,28-08-2025,07-09-2025,27-08-2030,OK,Performance nominal.
PP25CB26700794,"Wright, West and James",Elastic Rail Clip,B267,15-05-2025,22-05-2025,14-05-2030,OK,Performance nominal.
PP25PB55700795,"Wright, West and James",Rail Pad,B557,26-06-2025,08-07-2025,25-06-2030,OK,Performance nominal.
PP25LB53200796,"Wright, West and James",GFN Liner,B532,26-02-2025,09-03-2025,25-02-2030,OK,Performance nominal.
RC25CB40200797,Kent-Young,Elastic Rail Clip,B402,06-03-2025,19-03-2025,05-03-2030,OK,Performance nominal.
PP25CB37000798,"Wright, West and James",Elastic Rail Clip,B370,01-03-2025,21-03-2025,28-02-2030,OK,Performance nominal.
PP25PB89700799,"Wright, West and James",Rail Pad,B897,06-02-2025,18-02-2025,05-02-2030,OK,Performance nominal.
PP25LB22300800,"Wright, West and James",GFN Liner,B223,08-06-2025,25-06-2025,07-06-2030,OK,Performance nominal.
RC25LB68100801,Kent-Young,GFN Liner,B681,20-03-2025,05-04-2025,19-03-2030,OK,Performance nominal.
RC25LB61300802,Kent-Young,GFN Liner,B613,03-02-2025,23-02-2025,02-02-2030,OK,Performance nominal.
TS25CB32800803,"Cortez, Marsh and Nelson",Elastic Rail Clip,B328,22-01-2025,28-01-2025,21-01-2030,OK,Performance nominal.
RC25PB88300804,Kent-Young,Rail Pad,B883,23-07-2025,05-08-2025,22-07-2030,OK,Performance nominal.
PP25LB30200805,"Wright, West and James",GFN Liner,B302,21-03-2025,28-03-2025,20-03-2030,OK,Performance nominal.
RC25CB56600806,Kent-Young,Elastic Rail Clip,B566,06-02-2025,19-02-2025,05-02-2030,OK,Performance nominal.
PP25LB94100807,"Wright, West and James",GFN Liner,B941,13-05-2025,22-05-2025,12-05-2030,OK,Performance nominal.
PP25PB50000808,"Wright, West and James",Rail Pad,B500,15-06-2025,03-07-2025,14-06-2030,OK,Performance nominal.
RC25CB46300809,Kent-Young,Elastic Rail Clip,B463,02-02-2025,10-02-2025,01-02-2030,OK,Performance nominal.
SI25CB78000810,Wright Ltd,Elastic Rail Clip,B780,25-07-2025,02-08-2025,24-07-2030,OK,Performance nominal.
TS25CB53100811,"Cortez, Marsh and Nelson",Elastic Rail Clip,B531,24-05-2025,06-06-2025,23-05-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB82400812,Wright Ltd,GFN Liner,B824,12-05-2025,18-05-2025,11-05-2030,OK,Performance nominal.
PP25LB52000813,"Wright, West and James",GFN Liner,B520,16-04-2025,24-04-2025,15-04-2030,FLAGGED,High failure rate predicted for this batch.
PP25CB30300814,"Wright, West and James",Elastic Rail Clip,B303,17-08-2025,28-08-2025,16-08-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB46000815,Kent-Young,GFN Liner,B460,18-06-2025,04-07-2025,17-06-2030,OK,Performance nominal.
TS25PB42500816,"Cortez, Marsh and Nelson",Rail Pad,B425,22-02-2025,02-03-2025,21-02-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB45300817,Wright Ltd,GFN Liner,B453,23-08-2025,10-09-2025,22-08-2030,OK,Performance nominal.
TS25CB96600818,"Cortez, Marsh and Nelson",Elastic Rail Clip,B966,02-05-2025,14-05-2025,01-05-2030,OK,Performance nominal.
TS25LB53300819,"Cortez, Marsh and Nelson",GFN Liner,B533,06-03-2025,13-03-2025,05-03-2030,OK,Performance nominal.
PP25PB93000820,"Wright, West and James",Rail Pad,B930,15-04-2025,24-04-2025,14-04-2030,OK,Performance nominal.
SI25PB55900821,Wright Ltd,Rail Pad,B559,21-02-2025,26-02-2025,20-02-2030,OK,Performance nominal.
SI25PB93000822,Wright Ltd,Rail Pad,B930,16-04-2025,21-04-2025,15-04-2030,OK,Performance nominal.
TS25LB62200823,"Cortez, Marsh and Nelson",GFN Liner,B622,06-02-2025,19-02-2025,05-02-2030,OK,Performance nominal.
SI25CB22000824,Wright Ltd,Elastic Rail Clip,B220,12-03-2025,23-03-2025,11-03-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB34500825,Wright Ltd,Elastic Rail Clip,B345,08-08-2025,19-08-2025,07-08-2030,OK,Performance nominal.
TS25CB50800826,"Cortez, Marsh and Nelson",Elastic Rail Clip,B508,21-08-2025,26-08-2025,20-08-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB81000827,Kent-Young,GFN Liner,B810,12-03-2025,22-03-2025,11-03-2030,OK,Performance nominal.
TS25CB85500828,"Cortez, Marsh and Nelson",Elastic Rail Clip,B855,08-05-2025,23-05-2025,07-05-2030,FLAGGED,High failure rate predicted for this batch.
TS25PB72300829,"Cortez, Marsh and Nelson",Rail Pad,B723,08-03-2025,25-03-2025,07-03-2030,OK,Performance nominal.
TS25PB83700830,"Cortez, Marsh and Nelson",Rail Pad,B837,14-05-2025,24-05-2025,13-05-2030,OK,Performance nominal.
TS25PB73600831,"Cortez, Marsh and Nelson",Rail Pad,B736,23-05-2025,02-06-2025,22-05-2030,OK,Performance nominal.
SI25PB81200832,Wright Ltd,Rail Pad,B812,15-06-2025,25-06-2025,14-06-2030,OK,Performance nominal.
SI25LB44100833,Wright Ltd,GFN Liner,B441,11-04-2025,25-04-2025,10-04-2030,OK,Performance nominal.
SI25LB98500834,Wright Ltd,GFN Liner,B985,13-05-2025,28-05-2025,12-05-2030,OK,Performance nominal.
PP25PB85100835,"Wright, West and James",Rail Pad,B851,08-02-2025,19-02-2025,07-02-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB37300836,"Cortez, Marsh and Nelson",GFN Liner,B373,17-02-2025,25-02-2025,16-02-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB73300837,Wright Ltd,Rail Pad,B733,03-02-2025,21-02-2025,02-02-2030,OK,Performance nominal.
TS25PB40200838,"Cortez, Marsh and Nelson",Rail Pad,B402,10-01-2025,15-01-2025,09-01-2030,OK,Performance nominal.
PP25LB78900839,"Wright, West and James",GFN Liner,B789,01-01-2025,10-01-2025,31-12-2029,OK,Performance nominal.
TS25CB43100840,"Cortez, Marsh and Nelson",Elastic Rail Clip,B431,08-05-2025,22-05-2025,07-05-2030,OK,Performance nominal.
SI25LB36300841,Wright Ltd,GFN Liner,B363,28-06-2025,18-07-2025,27-06-2030,FLAGGED,High failure rate predicted for this batch.
PP25LB93700842,"Wright, West and James",GFN Liner,B937,27-05-2025,02-06-2025,26-05-2030,OK,Performance nominal.
TS25LB32700843,"Cortez, Marsh and Nelson",GFN Liner,B327,03-01-2025,21-01-2025,02-01-2030,FLAGGED,High failure rate predicted for this batch.
PP25PB91000844,"Wright, West and James",Rail Pad,B910,16-01-2025,24-01-2025,15-01-2030,FLAGGED,High failure rate predicted for this batch.
PP25LB47600845,"Wright, West and James",GFN Liner,B476,16-05-2025,04-06-2025,15-05-2030,OK,Performance nominal.
TS25PB13600846,"Cortez, Marsh and Nelson",Rail Pad,B136,09-07-2025,23-07-2025,08-07-2030,OK,Performance nominal.
SI25CB75800847,Wright Ltd,Elastic Rail Clip,B758,18-06-2025,27-06-2025,17-06-2030,OK,Performance nominal.
TS25PB78400848,"Cortez, Marsh and Nelson",Rail Pad,B784,15-08-2025,30-08-2025,14-08-2030,OK,Performance nominal.
TS25PB56800849,"Cortez, Marsh and Nelson",Rail Pad,B568,12-07-2025,01-08-2025,11-07-2030,OK,Performance nominal.
PP25LB10500850,"Wright, West and James",GFN Liner,B105,16-07-2025,03-08-2025,15-07-2030,OK,Performance nominal.
RC25PB98800851,Kent-Young,Rail Pad,B988,12-05-2025,26-05-2025,11-05-2030,OK,Performance nominal.
RC25CB25600852,Kent-Young,Elastic Rail Clip,B256,21-07-2025,29-07-2025,20-07-2030,OK,Performance nominal.
TS25LB23700853,"Cortez, Marsh and Nelson",GFN Liner,B237,03-07-2025,18-07-2025,02-07-2030,OK,Performance nominal.
PP25PB17000854,"Wright, West and James",Rail Pad,B170,02-03-2025,07-03-2025,01-03-2030,OK,Performance nominal.
RC25LB98800855,Kent-Young,GFN Liner,B988,04-06-2025,18-06-2025,03-06-2030,OK,Performance nominal.
TS25LB93000856,"Cortez, Marsh and Nelson",GFN Liner,B930,03-01-2025,11-01-2025,02-01-2030,OK,Performance nominal.
RC25LB70800857,Kent-Young,GFN Liner,B708,07-06-2025,12-06-2025,06-06-2030,OK,Performance nominal.
PP25LB46200858,"Wright, West and James",GFN Liner,B462,05-07-2025,18-07-2025,04-07-2030,OK,Performance nominal.
SI25CB29000859,Wright Ltd,Elastic Rail Clip,B290,12-03-2025,17-03-2025,11-03-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB54500860,"Cortez, Marsh and Nelson",GFN Liner,B545,15-04-2025,27-04-2025,14-04-2030,FLAGGED,High failure rate predicted for this batch.
RC25PB59900861,Kent-Young,Rail Pad,B599,15-01-2025,23-01-2025,14-01-2030,OK,Performance nominal.
PP25LB55500862,"Wright, West and James",GFN Liner,B555,23-04-2025,01-05-2025,22-04-2030,OK,Performance nominal.
SI25PB20400863,Wright Ltd,Rail Pad,B204,26-02-2025,08-03-2025,25-02-2030,OK,Performance nominal.
SI25LB85900864,Wright Ltd,GFN Liner,B859,11-08-2025,17-08-2025,10-08-2030,OK,Performance nominal.
TS25LB98100865,"Cortez, Marsh and Nelson",GFN Liner,B981,16-04-2025,30-04-2025,15-04-2030,OK,Performance nominal.
